Memory_PssTotal,Memory_PssClean,Memory_SharedDirty,Memory_PrivateDirty,Memory_SharedClean,Memory_PrivateClean,Memory_HeapSize,Memory_HeapAlloc,Memory_HeapFree,Memory_Views,Memory_ParcelCount,API_Command_java_lang_Runtime_exec,API_WebView_android_webkit_WebView_loadUrl,API_Database_android_database_sqlite_SQLiteDatabase_execSQL,API_Database_android_database_sqlite_SQLiteDatabase_getPath,API_Database_android_database_sqlite_SQLiteDatabase_insert,API_Database_android_database_sqlite_SQLiteDatabase_insertWithOnConflict,API_Database_android_database_sqlite_SQLiteDatabase_rawQuery,API_Database_android_database_sqlite_SQLiteDatabase_rawQueryWithFactory,API_Database_android_database_sqlite_SQLiteDatabase_updateWithOnConflict,API_IPC_android_content_ContextWrapper_sendBroadcast,API_IPC_android_content_ContextWrapper_startActivity,API_IPC_android_content_ContextWrapper_registerReceiver,API_Binder_android_app_ContextImpl_registerReceiver,API_Crypto_javax_crypto_spec_SecretKeySpec_$init,API_Crypto_javax_crypto_Cipher_doFinal,API_Crypto-Hash_java_security_MessageDigest_digest,API_Crypto-Hash_java_security_MessageDigest_update,API_DeviceInfo_android_telephony_TelephonyManager_getDeviceId,API_DeviceInfo_android_telephony_TelephonyManager_getSubscriberId,API_DeviceInfo_android_telephony_TelephonyManager_getLine1Number,API_DeviceInfo_android_net_wifi_WifiInfo_getBSSID,API_Network_java_net_URL_openConnection,API_DexClassLoader_dalvik_system_BaseDexClassLoader_findResource,API_DexClassLoader_dalvik_system_DexFile_loadClass,API_Base64_android_util_Base64_decode,API_Base64_android_util_Base64_encode,API_Base64_android_util_Base64_encodeToString,API_SystemManager_android_app_ApplicationPackageManager_setComponentEnabledSetting,API_SystemManager_android_app_NotificationManager_notify,API_DeviceData_android_content_ContentResolver_query,API_DeviceData_android_content_ContentResolver_registerContentObserver,API_DeviceData_android_os_SystemProperties_get,Network_TotalReceivedBytes,Network_TotalReceivedPackets,Network_TotalTransmittedBytes,Network_TotalTransmittedPackets,Logcat_debug,Logcat_info,Logcat_warning,Logcat_error,Logcat_verbose,Logcat_total,label
109940,25156,10736,73160,96756,26012,36412,28208,8203,76,39,0,4,0,0,0,0,0,0,0,0,0,50,52,0,0,580,291,0,0,0,0,3,3,0,0,0,0,0,0,0,40,11,4978072,4769,410092,3826,2035,2482,714,2432,1511,9174,20
54429,11320,10576,30592,110736,11380,18139,14120,4018,38,18,0,0,0,0,0,0,0,0,0,0,0,23,32,51,51,15,40,0,0,0,0,3,0,0,110,11,11,0,0,10,0,10,5791,17,3528,22,2898,701,2825,1508,1899,9831,160
179166,27380,10712,143740,74460,28224,50283,39063,11219,129,39,0,15,0,0,0,0,0,0,0,0,0,39,43,0,0,1232,645,0,0,0,0,23,0,0,0,0,0,0,0,0,20,5,4605048,4949,437639,3871,1515,1571,3294,1121,2034,9535,31
53490,9400,11364,35396,74260,9416,15474,11859,3614,42,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,932,1516,2807,2955,2015,10225,20
49943,4740,11040,34820,88504,5760,17314,14097,3216,46,12,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2465,1721,960,4600,3213,12959,36
92830,38792,10780,42548,102680,40344,19142,16047,3094,9,43,0,44,7,116,0,0,82,82,0,16,0,220,209,154,153,140,80,29,10,0,0,1,0,0,0,10,10,0,0,0,250,77,4348,16,6294,20,1580,3278,1187,3741,4200,13986,2
77631,11076,10620,44832,132916,11460,31565,25253,6311,59,42,0,0,0,0,0,0,0,0,0,0,0,38,38,0,0,6,8,0,0,0,0,0,0,0,0,9,9,0,0,0,6,14,71379,53,1970,38,2226,17803,3212,1516,658,25415,3
56250,4224,10720,38884,102760,6680,20258,16823,3434,154,18,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,41,38,0,0,19,25,0,0,0,0,0,0,10,0,19,0,0,5220,87,2703,1807,788,4880,2856,13034,7
34406,3732,13252,24196,72060,3744,8987,4936,4050,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202,2778,1455,3889,1500,12824,57
99380,39072,10772,44112,97488,40812,28929,22807,6121,9,42,0,18,12,67,0,0,47,47,0,6,0,100,95,0,0,55,42,23,8,0,0,2,0,0,20,9,9,0,0,0,100,38,2038,12,4659,13,2412,2503,900,1567,4651,12033,2
48975,4648,11020,34580,84644,5552,17302,14026,3275,46,10,0,0,0,0,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,870,1780,3278,2432,3761,12121,36
104599,41868,10584,47976,97220,43452,33684,25726,7957,22,48,0,0,3,26,0,0,0,13,0,0,0,78,78,0,0,6,6,13,24,0,0,0,26,0,0,0,0,0,0,0,0,35,14882,214,38456,294,2262,1578,590,2038,2120,8588,25
48177,3432,12048,32904,100428,5368,17435,14343,3091,34,14,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,33,32,0,0,16,22,0,0,0,0,0,0,10,0,16,0,0,3780,63,3049,4235,887,1769,4538,14478,7
86318,10836,9516,56320,83364,10892,46509,42998,3510,10,26,0,0,20,57,9,9,21,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,47,0,0,0,0,5023,1799,1214,1507,1641,11184,25
30118,2516,11300,22964,77032,2528,7912,4835,3076,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3572,1482,1299,2687,2551,11591,7
45433,1024,10660,41244,55296,1040,16913,13307,3605,0,36,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,23,1,0,0,0,0,1,0,0,0,2,983,11,890,12,1525,2555,1515,2087,4517,12199,23
44341,628,10648,40124,78872,644,16875,13281,3593,0,36,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,0,0,0,0,21,1,0,0,0,0,1,0,0,0,2,943,10,790,10,3045,4568,1518,1947,1224,12302,23
90374,36536,10684,41640,96836,38212,20278,16640,3637,9,45,0,23,6,57,0,0,39,39,0,9,0,108,101,88,87,55,34,17,6,0,0,1,0,0,0,5,5,0,0,0,120,42,1476,6,1963,6,2781,1537,2794,1104,3262,11478,2
59601,4124,10100,48684,63380,4480,24892,19246,5645,376,24,0,0,0,0,0,0,0,0,0,0,0,4,8,3,2,4,4,6,0,0,0,2,0,0,0,0,0,0,0,0,4,6,1565,12,2512,23,1890,2675,682,2997,1684,9928,57
134947,14288,8504,97796,119752,14440,49907,40932,8974,208,47,0,6,0,0,0,0,0,0,0,0,0,52,52,0,0,659,371,7,0,0,0,19,0,0,120,3,3,0,0,0,126,17,3546263,3091,207816,2133,1506,2833,3081,1045,1699,10164,3
67396,6844,11024,49268,85656,8688,18411,14389,4021,7,18,0,0,136,1134,60,60,10,444,91,0,0,0,0,1,1,13,13,5,0,0,0,13,6,0,0,0,0,0,0,0,2,712,2529,17,3531,33,2832,3370,982,2825,1518,11527,64
106069,45784,10836,46876,101580,47592,33540,25770,7769,49,42,0,15,0,0,0,0,0,0,0,0,0,48,54,0,0,6,8,0,0,0,0,0,0,0,0,4,4,0,0,0,40,9,115407,119,9021,113,2475,2456,1047,1510,2368,9856,3
151931,22748,10560,121020,99088,23524,51227,40180,11046,331,54,0,6,0,0,0,0,0,0,0,1,2,36,35,0,0,390,195,0,0,0,38,84,2,0,0,15,15,0,0,0,20,15,601524,823,168101,786,1525,3842,1536,2662,2852,12417,3
100924,37416,10740,50132,105108,38968,27080,22484,4595,9,42,0,68,0,150,0,0,107,107,0,24,0,313,296,209,208,194,102,33,14,0,0,0,0,0,0,14,14,0,0,0,420,107,1476,6,2010,8,1388,6827,4475,1598,4109,18397,2
32360,3688,12964,23276,65968,3692,7913,4701,3211,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352,3737,1536,1320,2789,12734,7
104944,41224,10740,51124,101912,42968,27854,22958,4895,18,47,0,37,3,71,0,0,52,52,0,13,0,134,126,99,98,89,53,26,14,0,0,1,0,0,0,13,13,0,0,0,166,50,1476,6,1993,7,2847,1204,1568,3556,3255,12430,2
159474,11684,8156,134272,63764,12072,65429,61185,4243,125,232,0,2,12,2495,67,67,257,2493,2310,1,6,27,31,0,0,84,69,0,0,0,0,11,60,0,0,3,3,5,0,0,0,14,10197716,7126,163085,2637,2875,2562,2197,1505,603,9742,23
150759,15184,10328,128504,69644,16140,46640,38207,8432,1090,69,0,0,21,253,37,37,243,250,0,0,0,44,53,0,0,43,24,0,0,0,0,0,1,0,0,6,6,0,18,0,16,19,74451,59,2530,45,3137,957,1526,2457,7792,15869,23
96293,37912,10748,43692,96888,39592,26653,21984,4668,9,42,0,40,10,84,0,0,52,52,0,11,0,96,94,39,38,118,75,38,30,4,0,2,0,0,71,43,39,0,0,0,84,54,2115,12,4624,13,3274,3040,1550,2713,1679,12256,2
94641,38384,10760,43804,99148,40192,19366,16152,3213,9,45,0,41,0,88,0,0,62,62,0,15,0,182,172,132,131,138,72,22,10,0,0,0,0,0,0,9,9,0,0,0,200,65,1560,8,2646,10,1555,1184,4225,2984,3405,13353,2
97628,34520,10620,51668,94224,36768,31358,25476,5881,282,45,0,0,0,0,0,0,0,0,0,0,1,21,21,0,0,11,11,3,0,0,0,1,0,0,0,1,1,0,0,0,24,9,71853,55,2380,41,803,2329,1547,2448,2991,10118,3
35080,4744,12900,24784,79804,4760,7963,5353,2609,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2871,2037,2206,1508,4109,12731,23
52143,4552,10868,37288,95712,5592,19813,15250,4562,116,14,0,0,0,0,0,0,0,0,0,0,0,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,2230,725,3390,4559,1717,12621,36
65118,4388,10636,52508,93064,4408,29770,19919,9850,107,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,22,0,0,0,0,4,1,0,0,8,8,0,0,0,0,11,7381,28,3542,36,2898,3262,611,1504,1925,10200,3
93760,36600,10792,44552,98000,38348,19367,16046,3320,9,43,0,36,0,96,0,0,66,66,0,14,0,178,167,132,131,144,76,23,12,0,0,0,0,0,0,12,12,0,0,0,200,67,2952,12,4381,12,2943,3519,1564,1079,3190,12295,2
45595,4212,10824,33896,90624,4296,18919,14846,4072,179,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1516,3013,865,4038,1792,11224,23
52559,6584,10768,39408,93176,6600,25243,17900,7342,105,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,20,3034,16,2822,19,1708,4308,3979,1510,866,12371,3
125428,51260,9172,51732,92108,53300,44336,40541,3794,6,43,0,0,0,0,0,0,0,0,0,0,0,122,130,0,0,263,157,9,0,0,0,25,0,0,434,1,1,0,0,0,0,50,54152,118,13640,142,925,1522,2452,3284,3899,12082,3
32604,2988,11280,23480,78152,3000,7917,4893,3023,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4084,1522,1424,1989,3646,12665,41
49272,3764,10216,34796,80464,7232,16384,13270,3113,17,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,48,0,0,0,0,4520,787,3281,113,1917,10618,11
51282,3836,11344,36528,86200,6200,17611,14474,3136,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,33,0,0,0,0,118,896,2082,7522,3529,14147,11
50177,4136,10192,38048,75020,4576,19600,15324,4275,49,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3019,1228,703,1641,104,6695,11
51030,5720,10164,34988,78784,9856,16458,13085,3372,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,0,0,0,2570,3268,775,113,1597,8323,11
73136,14552,10688,48924,89056,17336,33653,27759,5893,166,51,0,1,0,0,0,0,0,0,0,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,1553,133,571,1159,6781,10197,79
44481,5312,10244,31564,74228,7328,10065,7356,2708,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,117,2899,1714,682,6606,12018,11
60558,2732,9960,51692,83948,2760,30304,27251,3052,68,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1165,587,2508,106,2135,6501,11
108631,42652,10680,53408,105184,45228,37939,32699,5239,28,44,0,13,1,72,0,0,60,63,0,6,13,152,170,13,13,0,0,13,130,0,0,40,0,0,0,0,0,0,0,0,238,47,0,0,0,0,1297,111,3350,2922,8105,15785,35
60529,8484,11352,44600,80696,8540,17854,14285,3568,27,34,144,0,14,187,0,0,62,62,0,0,0,28,56,218,218,750,413,191,298,124,0,222,20,0,510,96,0,0,0,45,0,199,260471,1399,426351,1644,1036,3653,3322,7454,111,15576,35
54800,2020,10032,46352,82140,2052,26091,22391,3699,75,22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,148,1515,2608,571,1885,6727,11
34304,1976,12944,25504,82736,1988,8935,5133,3801,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4008,4717,1578,2979,139,13421,79
56335,4588,10108,40660,80664,8436,22607,19308,3298,38,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32,0,0,0,0,650,1985,111,3471,1626,7843,11
153402,47708,10588,89644,85136,49380,40568,32971,7597,74,66,123,8,16,70,0,0,22,22,0,0,0,84,89,203,203,3578,1799,88,166,98,0,239,9,0,486,80,0,0,0,9,80,88,5228998,6879,811508,6110,254,1724,882,2768,3339,8967,35
65887,7440,11024,45900,87284,12328,25857,21953,3903,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,0,0,0,0,111,2040,3850,787,3044,9832,11
57689,8192,10000,37660,86744,11796,18488,15866,2621,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1447,540,114,1668,7620,11389,11
43123,4772,10244,31548,73424,6332,10065,7344,2720,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,708,119,6216,1774,3096,11913,11
46225,5540,11396,33084,73316,7508,10077,8496,1580,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2011,3234,1057,7717,114,14133,11
50218,4164,11320,35536,81056,7484,16395,13214,3180,17,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,0,0,0,0,2671,674,1488,2106,112,7051,11
130159,27048,9976,95468,73484,28248,43647,29805,13841,46,61,36,2,10,41,0,0,13,13,0,0,0,22,23,60,60,199,103,31,54,26,0,106,7,0,144,24,0,0,0,3,20,26,54368,374,122067,485,2280,2122,104,840,18263,23609,35
47633,6896,11348,31900,67668,9648,10076,7251,2824,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,118,3240,2244,740,15813,22155,11
37970,7340,8932,20412,82272,7428,11650,10101,1548,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,18,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1201,12,3270,12,107,4564,3421,3933,733,12758,35
131117,26912,9704,91348,91388,27904,33391,20799,12591,38,49,103,0,14,66,0,0,21,21,0,0,0,10,20,270,270,476,295,73,168,76,2,215,8,0,711,66,0,0,0,6,6,68,159989,1085,328008,1276,2684,3930,2444,101,723,9882,35
36325,5268,12204,25184,81832,5276,7999,6000,1998,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2375,829,111,11085,3409,17809,11
51571,5752,11184,35412,78712,9264,16422,13259,3162,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,46,0,0,0,0,2684,794,2984,1913,126,8501,11
55242,6824,10136,37536,77132,10832,19538,16344,3193,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,0,0,0,0,2731,2150,1499,715,110,7205,11
54108,11292,7984,29056,68924,16208,16616,13786,2829,62,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,0,0,0,0,7830,828,108,2070,2779,13615,11
52179,6152,11304,35364,77796,10080,14333,12969,1363,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,0,0,0,0,3078,721,107,1730,2800,8436,11
26332,2276,10556,16528,71612,2284,6368,3686,2681,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,1377,2733,4269,5584,14119,35
49847,3712,10196,34900,82104,7780,16383,13234,3148,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,0,0,0,0,1841,125,3013,3086,835,8900,11
125148,5652,9736,112840,73036,6140,45399,28433,16965,126,53,66,0,10,41,0,0,13,13,0,0,0,4,8,110,110,341,174,43,82,50,0,150,7,0,264,44,0,0,0,3,0,38,109914,675,214989,813,109,2086,2496,3570,689,8950,5
50252,4744,10152,35124,71928,8416,16456,13383,3072,35,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,0,0,0,0,2920,810,2740,118,1719,8307,11
54771,6280,10068,35908,78928,11808,16501,13857,2643,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,0,0,0,808,2547,3712,2598,112,9777,11
45047,6392,11392,32412,73076,6404,14170,12107,2062,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,3312,108,11977,2479,810,18686,11
51844,4656,10112,35844,80768,8884,16543,13723,2819,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,0,0,0,3440,1622,112,2617,726,8517,11
107920,2868,9828,98948,78340,2944,31524,23352,8171,185,53,33,0,18,71,0,0,23,23,0,0,0,4,8,55,55,251,130,38,66,26,0,86,8,0,132,22,0,0,0,3,0,45,97358,485,137198,562,2637,116,1559,1903,565,6780,35
37384,3364,11204,27692,86348,3376,8063,5880,2182,16,12,0,0,0,60,0,0,0,30,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,38,0,0,0,0,109,4700,757,1786,1512,8864,5
50228,4120,11160,35052,80968,7876,15373,12942,2430,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,3489,2849,106,883,1864,9191,11
63027,6328,10824,49992,86576,6740,34090,28032,6057,294,39,0,1,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,116,2952,769,2761,1859,8457,11
53713,3980,11024,38936,81576,7728,19604,15843,3760,37,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,1486,1845,2687,574,108,6700,11
40572,4880,10316,30612,72304,4892,8060,6407,1652,36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,112,744,10378,2760,1887,15881,11
52783,5048,10136,36820,78996,9248,17408,15894,1513,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,0,0,0,0,3236,753,2369,3040,117,9515,11
43638,3164,11532,32560,76420,4812,10077,7939,2137,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,3179,11006,105,2547,783,17620,11
53251,6480,11360,35396,77696,10204,14404,13026,1377,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,0,0,0,0,113,2711,1603,717,2830,7974,11
43788,4956,11332,31960,76460,4964,10077,7353,2723,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,2104,6638,760,102,3031,12635,11
145403,28168,13876,102816,100556,29452,72313,47137,25175,565,47,0,7,0,0,0,0,0,0,0,0,0,34,33,0,28,0,0,7,14,14,0,177,0,0,56,35,35,0,0,0,62,24,6122152,4984,195477,3658,3584,207,2433,1073,2350,9647,107
77650,12812,10600,53044,100764,15716,37495,30364,7130,158,47,0,1,0,0,0,0,0,0,0,0,0,23,25,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26,5,2232,5,672,6,187,1518,7473,1729,519,11426,79
41729,2128,11808,33456,75156,2264,11148,8193,2954,21,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,64,0,0,0,0,1096,2628,2950,114,5027,11815,11
41394,3884,11980,30044,90732,3896,9130,6528,2601,11,18,0,0,0,0,0,0,0,0,0,0,71,8,16,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,16,17,0,0,4800,80,4996,115,5441,2148,604,13304,62
50322,4132,10124,35852,81264,7980,16564,13605,2958,41,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,0,0,0,2698,3656,111,752,2981,10198,11
50907,4504,10120,35408,80916,8404,16478,13405,3072,31,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,0,0,0,0,4704,815,2591,2707,107,10924,11
52314,5824,11308,35276,78112,10108,16347,13135,3211,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,0,0,0,0,754,2890,111,3833,2560,10148,11
54096,6060,10208,36880,77776,10104,17408,15876,1531,27,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,0,0,0,0,2594,862,2980,109,3421,9966,11
35200,5372,11180,24512,81244,5384,7938,5702,2235,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6707,1609,577,122,1473,10488,11
157954,5716,9680,145192,80304,6292,49274,31451,17822,412,76,99,0,16,68,2,2,17,27,2,0,0,4,8,165,165,561,284,55,102,68,0,214,9,0,396,66,0,0,0,3,18,39,186271,1041,318929,1242,2337,1187,111,1391,507,5533,35
50199,2664,10160,38096,83536,5396,19529,16451,3077,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39,0,0,0,0,1249,2450,2595,115,585,6994,11
47232,5780,11408,32716,76212,7860,14173,12122,2050,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,121,3007,2286,11650,693,17757,11
52000,3408,11196,38704,84372,5652,19455,15340,4114,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,2441,111,865,7363,2032,12812,11
62210,2136,10808,52096,78164,3608,30470,25779,4690,83,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,907,1774,115,2168,3143,8107,11
82243,14276,10548,55980,100304,17396,41225,32680,8544,394,49,0,1,0,0,0,0,0,0,0,0,0,23,25,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,24,5,6608,13,1810,14,13110,779,2232,2529,318,18968,79
49366,4512,10224,34376,79356,8600,14296,13009,1286,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,0,0,0,0,3183,2314,914,105,1912,8428,11
47422,5112,10304,34232,74104,7424,13124,10329,2794,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,9528,1590,1659,105,559,13441,11
50235,3868,11756,36008,80728,7496,15430,13022,2407,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,110,2243,3233,1957,673,8216,11
49285,4924,11412,34336,83004,6296,16359,13158,3200,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,32,46,0,0,0,0,12916,107,2153,3298,949,19423,11
51348,6376,11156,35060,78264,9260,15357,12837,2519,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,0,0,110,769,3627,2751,1867,9124,11
70610,19792,10028,42540,87072,20348,12727,10955,1771,42,26,121,0,8,42,0,0,14,14,0,0,0,2,4,162,161,795,419,68,134,74,0,125,4,0,381,69,0,0,0,57,0,100,162044,797,251955,941,3710,100,2981,1300,4142,12233,35
59657,6548,10920,40928,88612,10844,21675,17909,3765,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,621,3583,1895,102,2493,8694,11
